sentence_id,sentence_text,raw_video_name,raw_video_path,landmark_output_path
S01,Aap_kaise_hain,Aap_kaise_hain_101.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_101.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_101.npy
S01,Aap_kaise_hain,Aap_kaise_hain_77.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_77.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_77.npy
S01,Aap_kaise_hain,Aap_kaise_hain_99.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_99.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_99.npy
S01,Aap_kaise_hain,Aap_kaise_hain_112.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_112.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_112.npy
S01,Aap_kaise_hain,Aap_kaise_hain_52.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_52.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_52.npy
S01,Aap_kaise_hain,Aap_kaise_hain_5.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_5.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_5.npy
S01,Aap_kaise_hain,Aap_kaise_hain_107.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_107.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_107.npy
S01,Aap_kaise_hain,Aap_kaise_hain_69.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_69.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_69.npy
S01,Aap_kaise_hain,Aap_kaise_hain_26.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_26.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_26.npy
S01,Aap_kaise_hain,Aap_kaise_hain_19.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_19.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_19.npy
S01,Aap_kaise_hain,Aap_kaise_hain_70.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_70.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_70.npy
S01,Aap_kaise_hain,Aap_kaise_hain_93.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_93.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_93.npy
S01,Aap_kaise_hain,Aap_kaise_hain_67.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_67.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_67.npy
S01,Aap_kaise_hain,Aap_kaise_hain_109.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_109.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_109.npy
S01,Aap_kaise_hain,Aap_kaise_hain_80.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_80.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_80.npy
S01,Aap_kaise_hain,Aap_kaise_hain_68.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_68.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_68.npy
S01,Aap_kaise_hain,Aap_kaise_hain_78.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_78.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_78.npy
S01,Aap_kaise_hain,Aap_kaise_hain_45.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_45.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_45.npy
S01,Aap_kaise_hain,Aap_kaise_hain_74.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_74.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_74.npy
S01,Aap_kaise_hain,Aap_kaise_hain_42.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_42.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_42.npy
S01,Aap_kaise_hain,Aap_kaise_hain_44.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_44.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_44.npy
S01,Aap_kaise_hain,Aap_kaise_hain_16.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_16.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_16.npy
S01,Aap_kaise_hain,Aap_kaise_hain_108.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_108.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_108.npy
S01,Aap_kaise_hain,Aap_kaise_hain_104.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_104.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_104.npy
S01,Aap_kaise_hain,Aap_kaise_hain_113.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_113.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_113.npy
S01,Aap_kaise_hain,Aap_kaise_hain_38.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_38.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_38.npy
S01,Aap_kaise_hain,Aap_kaise_hain_73.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_73.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_73.npy
S01,Aap_kaise_hain,Aap_kaise_hain_59.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_59.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_59.npy
S01,Aap_kaise_hain,Aap_kaise_hain_110.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_110.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_110.npy
S01,Aap_kaise_hain,Aap_kaise_hain_84.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_84.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_84.npy
S01,Aap_kaise_hain,Aap_kaise_hain_81.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_81.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_81.npy
S01,Aap_kaise_hain,Aap_kaise_hain_56.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_56.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_56.npy
S01,Aap_kaise_hain,Aap_kaise_hain_57.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_57.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_57.npy
S01,Aap_kaise_hain,Aap_kaise_hain_17.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_17.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_17.npy
S01,Aap_kaise_hain,Aap_kaise_hain_71.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_71.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_71.npy
S01,Aap_kaise_hain,Aap_kaise_hain_6.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_6.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_6.npy
S01,Aap_kaise_hain,Aap_kaise_hain_62.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_62.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_62.npy
S01,Aap_kaise_hain,Aap_kaise_hain_31.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_31.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_31.npy
S01,Aap_kaise_hain,Aap_kaise_hain_25.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_25.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_25.npy
S01,Aap_kaise_hain,Aap_kaise_hain_82.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_82.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_82.npy
S01,Aap_kaise_hain,Aap_kaise_hain_102.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_102.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_102.npy
S01,Aap_kaise_hain,Aap_kaise_hain_3.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_3.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_3.npy
S01,Aap_kaise_hain,Aap_kaise_hain_96.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_96.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_96.npy
S01,Aap_kaise_hain,Aap_kaise_hain_98.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_98.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_98.npy
S01,Aap_kaise_hain,Aap_kaise_hain_23.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_23.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_23.npy
S01,Aap_kaise_hain,Aap_kaise_hain_32.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_32.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_32.npy
S01,Aap_kaise_hain,Aap_kaise_hain_58.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_58.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_58.npy
S01,Aap_kaise_hain,Aap_kaise_hain_94.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_94.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_94.npy
S01,Aap_kaise_hain,Aap_kaise_hain_63.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_63.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_63.npy
S01,Aap_kaise_hain,Aap_kaise_hain_34.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_34.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_34.npy
S01,Aap_kaise_hain,Aap_kaise_hain_100.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_100.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_100.npy
S01,Aap_kaise_hain,Aap_kaise_hain_87.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_87.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_87.npy
S01,Aap_kaise_hain,Aap_kaise_hain_103.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_103.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_103.npy
S01,Aap_kaise_hain,Aap_kaise_hain_88.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_88.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_88.npy
S01,Aap_kaise_hain,Aap_kaise_hain_79.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_79.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_79.npy
S01,Aap_kaise_hain,Aap_kaise_hain_111.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_111.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_111.npy
S01,Aap_kaise_hain,Aap_kaise_hain_8.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_8.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_8.npy
S01,Aap_kaise_hain,Aap_kaise_hain_4.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_4.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_4.npy
S01,Aap_kaise_hain,Aap_kaise_hain_106.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_106.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_106.npy
S01,Aap_kaise_hain,Aap_kaise_hain_76.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_76.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_76.npy
S01,Aap_kaise_hain,Aap_kaise_hain_85.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_85.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_85.npy
S01,Aap_kaise_hain,Aap_kaise_hain_15.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_15.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_15.npy
S01,Aap_kaise_hain,Aap_kaise_hain_46.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_46.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_46.npy
S01,Aap_kaise_hain,Aap_kaise_hain_105.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_105.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_105.npy
S01,Aap_kaise_hain,Aap_kaise_hain_21.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_21.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_21.npy
S01,Aap_kaise_hain,Aap_kaise_hain_51.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_51.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_51.npy
S01,Aap_kaise_hain,Aap_kaise_hain_22.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_22.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_22.npy
S01,Aap_kaise_hain,Aap_kaise_hain_24.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_24.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_24.npy
S01,Aap_kaise_hain,Aap_kaise_hain_11.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_11.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_11.npy
S01,Aap_kaise_hain,Aap_kaise_hain_7.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_7.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_7.npy
S01,Aap_kaise_hain,Aap_kaise_hain_50.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_50.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_50.npy
S01,Aap_kaise_hain,Aap_kaise_hain_12.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_12.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_12.npy
S01,Aap_kaise_hain,Aap_kaise_hain_97.avi,/home/ahad/Documents/fyp_dataset/S01_Aap_kaise_hain/Aap_kaise_hain_97.avi,/home/ahad/Documents/fyp_pipeline_outputs/fyp_processed_dataset/normalized_landmarks/S01_Aap_kaise_hain_97.npy
